rank,station_id,name,country,country_code,state,lat,lon,elev_m,date,prcp_mm,year_file,mflag,sflag,obs_time
1,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19760117,1750.0,1976,,I,
2,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19900123,1732.0,1990,,I,
3,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19720115,1720.0,1972,,I,
4,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19670110,1608.0,1967,,I,
5,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19970107,1594.0,1997,,I,
6,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19990122,1570.0,1999,,I,
7,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19680118,1525.0,1968,,I,
8,USC00511940,HONOMANU MAUKA 344,United States,US,HI,20.8167,-156.2,894.0,19500430,1505.0,1950,,0,
9,USC00512685,KAILUA MAUKA 443,United States,US,HI,20.8333,-156.2333,966.2,19500430,1457.2,1950,,0,
10,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19960326,1456.0,1996,,I,
11,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,20000114,1422.0,2000,,I,
12,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19680407,1262.0,1968,,I,
13,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19950411,1242.0,1995,,I,
14,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,20030313,1228.0,2003,,I,
15,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19740204,1201.0,1974,,I,
16,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19550401,1168.0,1955,,I,
17,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19590313,1160.0,1959,,I,
18,USC00510452,EAST HONOMANU 345,United States,US,HI,20.8167,-156.2,976.0,19550228,1158.0,1955,,0,
19,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19670908,1145.0,1967,,I,
20,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19590117,1139.0,1959,,I,
21,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19670220,1117.0,1967,,I,
22,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19871112,1098.0,1987,,I,
23,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19760311,1097.0,1976,,I,
24,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19660213,1074.0,1966,,I,
25,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19760123,1065.0,1976,,I,
26,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19890102,1065.0,1989,,I,
27,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19560910,1048.0,1956,,I,
28,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,20000610,1026.0,2000,,I,
29,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19760116,1024.0,1976,,I,
30,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19800220,1023.0,1980,,I,
31,USC00512685,KAILUA MAUKA 443,United States,US,HI,20.8333,-156.2333,966.2,19550228,999.2,1955,,0,
32,IN014020600,CHERRAPUNJI/P.S.,India,IN,,25.28,91.72,1380.0,19100712,997.7,1910,,I,
33,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19541112,983.0,1954,,I,
34,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19670627,979.0,1967,,I,
35,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19600520,978.0,1960,,I,
36,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19920217,977.0,1992,,I,
37,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19760127,975.0,1976,,I,
38,IN014020800,CHERRAPUNJI,India,IN,,25.25,91.733,1313.0,19560605,973.8,1956,,I,
39,IN014020600,CHERRAPUNJI/P.S.,India,IN,,25.28,91.72,1380.0,19560605,948.4,1956,,I,
40,USC00510452,EAST HONOMANU 345,United States,US,HI,20.8167,-156.2,976.0,19540731,936.0,1954,,0,
41,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19630710,926.0,1963,,I,
42,IN014020800,CHERRAPUNJI,India,IN,,25.25,91.733,1313.0,19340621,924.6,1934,,I,
43,IN014020600,CHERRAPUNJI/P.S.,India,IN,,25.28,91.72,1380.0,19340621,920.8,1934,,I,
44,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19850426,918.0,1985,,I,
45,USC00511940,HONOMANU MAUKA 344,United States,US,HI,20.8167,-156.2,894.0,19500331,917.7,1950,,0,
46,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19810306,917.0,1981,,I,
47,IN002030100,PASIGHAT AERO   OBSY SR,India,IN,,28.1,95.38,157.0,19810628,912.4,1981,,I,
48,IN014020800,CHERRAPUNJI,India,IN,,25.25,91.733,1313.0,19700625,907.0,1970,,I,
49,USC00518336,PUOHOKAMOA 2 343,United States,US,HI,20.8256,-156.2128,908.3,19521130,905.3,1952,,0,
50,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19880112,898.0,1988,,I,
51,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19640131,886.0,1964,,I,
52,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19610206,884.0,1961,,I,
53,IN014020800,CHERRAPUNJI,India,IN,,25.25,91.733,1313.0,19660609,882.1,1966,,I,
54,USC00511940,HONOMANU MAUKA 344,United States,US,HI,20.8167,-156.2,894.0,19500531,880.9,1950,,0,
55,USC00510452,EAST HONOMANU 345,United States,US,HI,20.8167,-156.2,976.0,19521130,880.9,1952,,0,
56,IN014020701,MAWSYNRAM       OBSY,India,IN,,25.3,91.58,1401.0,19660609,877.4,1966,,I,
57,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19920304,872.0,1992,,I,
58,USC00517155,OPANA MAUKA 440,United States,US,HI,20.8333,-156.25,961.0,19550228,867.7,1955,,0,
59,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19850914,867.0,1985,,I,
60,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19750307,866.0,1975,,I,
61,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19540317,865.0,1954,,I,
62,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19510225,863.0,1951,,I,
63,USC00510452,EAST HONOMANU 345,United States,US,HI,20.8167,-156.2,976.0,19520331,862.6,1952,,0,
64,ASN00031012,CAPE TRIBULATION STORE,Australia,AS,,-16.0969,145.4575,17.0,20231218,861.2,2023,,a,
65,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19761016,856.0,1976,,I,
66,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19910307,853.0,1991,,I,
67,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19990311,852.0,1999,,I,
68,USC00512685,KAILUA MAUKA 443,United States,US,HI,20.8333,-156.2333,966.2,19540731,851.7,1954,,0,
69,USC00510452,EAST HONOMANU 345,United States,US,HI,20.8167,-156.2,976.0,19501231,844.3,1950,,0,
70,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19880503,839.0,1988,,I,
71,IN014020800,CHERRAPUNJI,India,IN,,25.25,91.733,1313.0,19100712,838.2,1910,,I,
72,USC00518553,PUU PAKI 352,United States,US,HI,20.7736,-156.0567,658.4,20100331,838.2,2010,,0,0800
73,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19990214,836.0,1999,,I,
74,IN014020800,CHERRAPUNJI,India,IN,,25.25,91.733,1313.0,19520711,823.0,1952,,I,
75,IN014020800,CHERRAPUNJI,India,IN,,25.25,91.733,1313.0,19150709,821.7,1915,,I,
76,IN014020600,CHERRAPUNJI/P.S.,India,IN,,25.28,91.72,1380.0,19150709,821.7,1915,,I,
77,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,20000115,814.0,2000,,I,
78,USC00512685,KAILUA MAUKA 443,United States,US,HI,20.8333,-156.2333,966.2,19500331,813.8,1950,,0,
79,USC00512685,KAILUA MAUKA 443,United States,US,HI,20.8333,-156.2333,966.2,19520331,813.8,1952,,0,
80,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19510608,812.0,1951,,I,
81,IN014020800,CHERRAPUNJI,India,IN,,25.25,91.733,1313.0,19160525,812.0,1916,,I,
82,IN014020800,CHERRAPUNJI,India,IN,,25.25,91.733,1313.0,19390630,807.7,1939,,I,
83,USC00519332,WAIKAMOI 449,United States,US,HI,20.8647,-156.1928,365.8,19900101,807.7,1990,,0,
84,JA000047663,OWASE,Japan,JA,,34.067,136.2,27.0,19680926,806.0,1968,,I,
85,USC00515665,LUPI UPPER 442,United States,US,HI,20.8889,-156.2481,378.0,19900101,802.6,1990,,0,
86,IN002030100,PASIGHAT AERO   OBSY SR,India,IN,,28.1,95.38,157.0,19770816,800.6,1977,,I,
87,IN014020600,CHERRAPUNJI/P.S.,India,IN,,25.28,91.72,1380.0,19140615,799.6,1914,,I,
88,IN014020800,CHERRAPUNJI,India,IN,,25.25,91.733,1313.0,19320527,798.1,1932,,I,
89,IN014020600,CHERRAPUNJI/P.S.,India,IN,,25.28,91.72,1380.0,19320527,797.6,1932,,I,
90,USC00512685,KAILUA MAUKA 443,United States,US,HI,20.8333,-156.2333,966.2,19501231,794.8,1950,,0,
91,IN014020701,MAWSYNRAM       OBSY,India,IN,,25.3,91.58,1401.0,19600914,788.9,1960,,I,
92,IN014020800,CHERRAPUNJI,India,IN,,25.25,91.733,1313.0,19140615,788.7,1914,,I,
93,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19871026,788.0,1987,,I,
94,USC00510790,HAELAAU 477,United States,US,HI,20.9381,-156.6194,908.3,19500430,787.4,1950,,0,
95,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19560206,786.0,1956,,I,
96,IN014020600,CHERRAPUNJI/P.S.,India,IN,,25.28,91.72,1380.0,19390630,782.8,1939,,I,
97,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19910605,779.0,1991,,I,
98,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19920110,778.0,1992,,I,
99,IN011261400,PANNA           OBSY,India,IN,,24.72,80.17,354.0,19770805,774.7,1977,,I,
100,IN014020800,CHERRAPUNJI,India,IN,,25.25,91.733,1313.0,19660610,773.4,1966,,I,
101,IN014020800,CHERRAPUNJI,India,IN,,25.25,91.733,1313.0,19100725,768.4,1910,,I,
102,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19741007,768.0,1974,,I,
103,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19740306,763.0,1974,,I,
104,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19950305,762.0,1995,,I,
105,IN014020600,CHERRAPUNJI/P.S.,India,IN,,25.28,91.72,1380.0,19380920,762.0,1938,,I,
106,USW00025708,ATKA ISLAND,United States,US,AK,52.2167,-174.2,11.0,20250522,758.7,2025,,d,
107,ASN00058019,DOON DOON (MCCABES ROAD),Australia,AS,,-28.5314,153.3151,230.0,20220228,758.0,2022,,a,
108,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19800312,754.0,1980,,I,
109,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19890127,752.0,1989,,I,
110,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19540514,752.0,1954,,I,
111,IN014020701,MAWSYNRAM       OBSY,India,IN,,25.3,91.58,1401.0,19600915,748.6,1960,,I,
112,ASN00032064,PALUMA IVY COTTAGE,Australia,AS,,-19.0074,146.2057,892.0,20250203,745.2,2025,,a,
113,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19860108,745.0,1986,,I,
114,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19670401,744.0,1967,,I,
115,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19660610,742.0,1966,,I,
116,USC00410120,ALBANY,United States,US,TX,32.7047,-99.3011,441.4,19780804,737.9,1978,,0,0700
117,IN014020701,MAWSYNRAM       OBSY,India,IN,,25.3,91.58,1401.0,19660612,737.6,1966,,I,
118,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19950126,736.0,1995,,I,
119,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19950808,734.0,1995,,I,
120,JA000047663,OWASE,Japan,JA,,34.067,136.2,27.0,19710910,733.5,1971,,I,
121,IN014020600,CHERRAPUNJI/P.S.,India,IN,,25.28,91.72,1380.0,19320823,733.0,1932,,I,
122,ASN00031036,KURANDA RAILWAY STATION,Australia,AS,,-16.8178,145.6383,340.0,19110402,731.5,1911,,a,
123,IN014020800,CHERRAPUNJI,India,IN,,25.25,91.733,1313.0,19660612,731.2,1966,,I,
124,IN022043500,KARAIKAL,India,IN,,10.917,79.833,7.0,19831222,730.0,1983,,I,
125,ASN00032098,ROLLINGSTONE,Australia,AS,,-19.0506,146.4058,16.0,20250202,730.0,2025,,a,
126,IN014020600,CHERRAPUNJI/P.S.,India,IN,,25.28,91.72,1380.0,19020810,728.7,1902,,I,
127,IN014020800,CHERRAPUNJI,India,IN,,25.25,91.733,1313.0,19020810,728.7,1902,,I,
128,IN014020800,CHERRAPUNJI,India,IN,,25.25,91.733,1313.0,19390629,727.5,1939,,I,
129,IN002030100,PASIGHAT AERO   OBSY SR,India,IN,,28.1,95.38,157.0,19791004,726.7,1979,,I,
130,JA000047894,TSURUGISAN,Japan,JA,,33.85,134.1,1946.0,19760911,726.0,1976,,I,
131,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19890211,725.0,1989,,I,
132,ASN00032064,PALUMA IVY COTTAGE,Australia,AS,,-19.0074,146.2057,892.0,20250202,721.5,2025,,a,
133,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19620529,721.0,1962,,I,
134,IN014020800,CHERRAPUNJI,India,IN,,25.25,91.733,1313.0,19230614,718.8,1923,,I,
135,IN014020701,MAWSYNRAM       OBSY,India,IN,,25.3,91.58,1401.0,19660610,717.6,1966,,I,
136,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19670727,717.0,1967,,I,
137,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19730707,717.0,1973,,I,
138,IN014020600,CHERRAPUNJI/P.S.,India,IN,,25.28,91.72,1380.0,19230614,715.0,1923,,I,
139,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19610203,713.0,1961,,I,
140,USC00518433,PUU KUKUI 380,United States,US,HI,20.895,-156.5897,1764.8,19871231,711.2,1987,,0,
141,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19640812,711.0,1964,,I,
142,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19880920,710.0,1988,,I,
143,ASN00033010,CALEN POST OFFICE,Australia,AS,,-20.8992,148.7739,22.9,19580218,707.1,1958,,a,
144,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19920211,707.0,1992,,I,
145,ASN00031093,HARVEY CREEK RAILWAY STN,Australia,AS,,-17.2667,145.9333,-999.9,19110103,704.9,1911,,a,
146,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19541221,704.0,1954,,I,
147,ASN00033060,PLEYSTOWE SUGAR MILL,Australia,AS,,-21.1422,149.0381,26.0,19180122,703.6,1918,,a,
148,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19620105,703.0,1962,,I,
149,ASN00031021,DEERAL,Australia,AS,,-17.2083,145.9089,20.0,19350302,701.0,1935,,a,
150,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19510226,701.0,1951,,I,
151,ASN00031062,WHYANBEEL VALLEY,Australia,AS,,-16.3906,145.3511,6.0,20231218,699.8,2023,,a,
152,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19720331,699.0,1972,,I,
153,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19811125,697.0,1981,,I,
154,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19580314,697.0,1958,,I,
155,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19560917,694.0,1956,,I,
156,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19670330,694.0,1967,,I,
157,NC000091577,KOUMAC (NLLE-CALEDO,New Caledonia [France],NC,,-20.567,164.283,18.0,19700301,694.0,1970,,I,
158,IN014020800,CHERRAPUNJI,India,IN,,25.25,91.733,1313.0,19110629,691.9,1911,,I,
159,IN002030100,PASIGHAT AERO   OBSY SR,India,IN,,28.1,95.38,157.0,19760629,691.4,1976,,I,
