decade,country_code,country,total_prcp_mm,obs_days,station_years,mean_mm_per_obs_day,projected_annual_mm
2010,CD,Chad,29190.1,3510,67,8.316,3035.4
2010,CT,Central African Republic,46185.0,5578,56,8.28,3022.1
2010,ZA,Zambia,1163.5,141,12,8.252,3011.9
2010,TZ,Tanzania,62545.6,7806,70,8.013,2924.6
2010,GQ,Guam [United States],109534.3,13870,54,7.897,2882.5
2010,TO,Togo,50519.3,6423,67,7.865,2870.9
2010,TV,Tuvalu,25341.1,3273,17,7.742,2826.0
2010,MY,Malaysia,407937.2,52735,155,7.736,2823.5
2010,BN,Benin,54497.4,7058,60,7.721,2818.3
2010,IV,Cote D'Ivoire,117764.6,15303,118,7.696,2808.9
2010,ML,Mali,75942.6,9910,141,7.663,2797.1
2010,BR,Brazil,264686.7,34560,234,7.659,2795.4
2010,RM,Marshall Islands,153249.3,20012,62,7.658,2795.1
2010,CB,Cambodia,306.1,40,9,7.652,2793.2
2010,UV,Burkina Faso,55908.1,7372,90,7.584,2768.1
2010,EC,Ecuador,82125.7,10841,86,7.575,2765.0
2010,MZ,Mozambique,67634.9,9199,166,7.352,2683.6
2010,GH,Ghana,74402.0,10122,176,7.351,2682.9
2010,BG,Bangladesh,184604.6,25863,99,7.138,2605.3
2010,FJ,Fiji,589380.5,84819,249,6.949,2536.3
2010,TI,Tajikistan,25984.4,3748,117,6.933,2530.5
2010,PE,Peru,112071.7,17023,188,6.584,2403.0
2010,MD,Moldova,11215.2,1710,34,6.559,2393.9
2010,AO,Angola,2518.4,385,13,6.541,2387.6
2010,MJ,Montenegro,63566.3,9763,55,6.511,2376.5
2010,VE,Venezuela,109056.3,16762,212,6.506,2374.7
2010,MI,Malawi,6877.3,1064,15,6.464,2359.2
2010,WZ,Swaziland,7344.1,1145,10,6.414,2341.1
2010,CV,Cape Verde,2162.2,339,27,6.378,2328.0
2010,ET,Ethiopia,35801.6,5619,59,6.372,2325.6
2010,DR,Dominican Republic,43723.9,6914,39,6.324,2308.2
2010,SE,Seychelles,17424.8,2760,10,6.313,2304.4
2010,NG,Niger,48546.9,7773,148,6.246,2279.6
2010,AR,Argentina,448761.8,72591,634,6.182,2256.5
2010,GY,Guyana,24755.1,4024,18,6.152,2245.4
2010,NS,Suriname,21901.4,3567,10,6.14,2241.1
2010,CQ,Northern Mariana Islands [United States],64396.0,10573,33,6.091,2223.1
2010,CO,Colombia,373478.9,62629,251,5.963,2176.6
2010,ZI,Zimbabwe,15306.7,2597,29,5.894,2151.3
2010,KE,Kenya,40411.6,6896,70,5.86,2139.0
2010,UY,Uruguay,137271.0,23999,119,5.72,2087.8
2010,UZ,Uzbekistan,18215.8,3243,148,5.617,2050.2
2010,RW,Rwanda,7473.2,1335,10,5.598,2043.2
2010,MR,Mauritania,7563.5,1378,88,5.489,2003.4
2010,VM,Vietnam,250487.4,45710,145,5.48,2000.2
2010,QA,Qatar,531.3,97,10,5.477,1999.2
2010,SN,Singapore,19225.9,3643,10,5.277,1926.3
2010,JA,Japan,2621991.0,508577,1437,5.156,1881.8
2010,KR,Kiribati,14255.6,2776,10,5.135,1874.4
2010,TX,Turkmenistan,18936.0,3690,190,5.132,1873.1
2010,KU,Kuwait,7935.9,1565,28,5.071,1850.9
2010,JU,Juan De Nova Island [France],4210.2,852,10,4.942,1803.7
2010,BH,Belize,15167.1,3070,9,4.94,1803.3
2010,SY,Syria,6895.3,1405,51,4.908,1791.3
2010,RQ,Puerto Rico [United States],900004.0,183696,681,4.899,1788.3
2010,MG,Mongolia,54870.1,11218,407,4.891,1785.3
2010,ER,Eritrea,87.7,18,2,4.872,1778.4
2010,CU,Cuba,34697.0,7179,38,4.833,1764.1
2010,MC,Macau S.A.R,17307.8,3613,10,4.79,1748.5
2010,CE,Sri Lanka,99700.7,21082,60,4.729,1726.2
2010,FP,French Polynesia,118337.8,25100,75,4.715,1720.8
2010,TD,Trinidad and Tobago,14466.9,3169,9,4.565,1666.3
2010,WQ,Wake Island [United States],2373.9,526,6,4.513,1647.3
2010,IC,Iceland,36257.8,8203,32,4.42,1613.3
2010,PO,Portugal,96155.2,21835,152,4.404,1607.4
2010,NE,Niue [New Zealand],917.2,210,4,4.368,1594.2
2010,BD,Bermuda [United Kingdom],14262.4,3372,10,4.23,1543.8
2010,WA,Namibia,19586.0,4660,94,4.203,1534.1
2010,SF,South Africa,220473.5,52532,525,4.197,1531.9
2010,RE,Reunion [France],15083.1,3597,10,4.193,1530.5
2010,FS,French Southern and Antarctic Lands [France],26580.1,6454,23,4.118,1503.2
2010,MP,Mauritius,70915.4,17575,49,4.035,1472.8
2010,HO,Honduras,48770.2,12133,38,4.02,1467.2
2010,BF,"Bahamas, The",85249.4,21389,117,3.986,1454.8
2010,CH,China,1738499.8,439540,2104,3.955,1443.7
2010,TE,Tromelin Island [France],4634.3,1200,6,3.862,1409.6
2010,SI,Slovenia,271003.3,70236,197,3.858,1408.3
2010,MU,Oman,35384.6,9515,262,3.719,1357.4
2010,LH,Lithuania,40523.3,11043,85,3.67,1339.4
2010,LG,Latvia,46590.0,12753,98,3.653,1333.4
2010,SZ,Switzerland,112822.1,30895,88,3.652,1332.9
2010,EG,Egypt,3526.0,973,78,3.624,1322.7
2010,GG,Georgia,30237.2,8456,71,3.576,1305.2
2010,BK,Bosnia and Herzegovina,59813.7,16758,59,3.569,1302.8
2010,NO,Norway,3685468.9,1042378,2977,3.536,1290.5
2010,BC,Botswana,16901.8,4815,59,3.51,1281.2
2010,EI,Ireland,111209.3,31750,106,3.503,1278.5
2010,BO,Belarus,98240.2,28412,307,3.458,1262.1
2010,AU,Austria,99605.6,28965,99,3.439,1255.2
2010,UP,Ukraine,171969.6,50571,560,3.401,1241.2
2010,JO,Jordan,2946.2,874,48,3.371,1230.4
2010,KZ,Kazakhstan,547.0,164,110,3.335,1217.4
2010,CW,Cook Islands [New Zealand],7242.2,2173,9,3.333,1216.5
2010,MF,Mayotte [France],11896.8,3596,10,3.308,1207.5
2010,BA,Bahrain,507.1,156,10,3.251,1186.5
2010,AM,Armenia,59617.8,18582,64,3.208,1171.1
2010,NP,Nepal,11726.5,3655,16,3.208,1171.0
2010,VQ,Virgin Islands [United States],97812.6,30733,114,3.183,1161.7
2010,PK,Pakistan,200312.4,63088,269,3.175,1158.9
2010,SB,Saint Pierre and Miquelon [France],11404.5,3601,10,3.167,1156.0
2010,HR,Croatia,161209.9,51092,140,3.155,1151.7
2010,PU,Guinea-Bissau,18.8,6,3,3.133,1143.7
2010,NU,Nicaragua,27.9,9,1,3.1,1131.5
2010,AF,Afghanistan,2947.6,969,14,3.042,1110.3
2010,LY,Libya,8488.3,2848,132,2.98,1087.9
2010,LE,Lebanon,17113.2,5835,31,2.933,1070.5
2010,US,United States,197857640.9,68215790,262640,2.9,1058.7
2010,BE,Belgium,6609.1,2312,10,2.859,1043.4
2010,KG,Kyrgyzstan,1399.5,496,45,2.822,1029.9
2010,NZ,New Zealand,116263.1,41825,120,2.78,1014.6
2010,NC,New Caledonia [France],11935.4,4469,14,2.671,974.8
2010,UK,United Kingdom,908949.5,354142,996,2.567,936.8
2010,GL,Greenland [Denmark],93233.0,36759,133,2.536,925.8
2010,NF,Norfolk Island [Australia],466.8,190,6,2.457,896.7
2010,JM,Jamaica,13066.4,5365,20,2.435,889.0
2010,MO,Morocco,33034.8,13584,108,2.432,887.6
2010,CA,Canada,10873922.4,4566498,16794,2.381,869.2
2010,NL,Netherlands,2980553.3,1276691,3506,2.335,852.1
2010,MX,Mexico,4815022.5,2064177,6701,2.333,851.4
2010,DA,Denmark,72291.2,31893,90,2.267,827.3
2010,LU,Luxembourg,8146.8,3652,10,2.231,814.2
2010,CJ,Cayman Islands [United Kingdom],7567.4,3497,10,2.164,789.8
2010,EZ,Czech Republic,84840.7,39515,110,2.147,783.7
2010,MK,Macedonia,18101.0,8518,35,2.125,775.6
2010,FR,France,581047.2,277486,767,2.094,764.3
2010,TU,Turkey,306069.7,147052,485,2.081,759.7
2010,GI,Gibraltar [United Kingdom],7231.8,3483,10,2.076,757.9
2010,GM,Germany,4226272.5,2051385,5679,2.06,752.0
2010,AS,Australia,33003058.5,16073194,53197,2.053,749.5
2010,LO,Slovakia,38548.3,18919,53,2.038,743.7
2010,EU,Europa Island [France],1667.1,819,7,2.036,743.0
2010,IT,Italy,237508.2,121134,377,1.961,715.7
2010,HU,Hungary,58268.6,30072,100,1.938,707.2
2010,EN,Estonia,186690.1,99533,312,1.876,684.6
2010,SW,Sweden,4446617.4,2423559,6804,1.835,669.7
2010,RI,Serbia,20071.7,10943,30,1.834,669.5
2010,BU,Bulgaria,26351.7,14520,40,1.815,662.4
2010,SP,Spain,1081674.2,610341,1761,1.772,646.9
2010,GR,Greece,51562.1,29321,92,1.759,641.9
2010,RO,Romania,156034.0,89421,255,1.745,636.9
2010,FI,Finland,1228577.5,708608,2006,1.734,632.8
2010,PL,Poland,62056.7,36000,100,1.724,629.2
2010,AY,Antarctica,65051.7,37960,186,1.714,625.5
2010,JN,Jan Mayen [Norway],6168.3,3652,10,1.689,616.5
2010,FK,Falkland Islands (Islas Malvinas) [United Kingdom],4833.3,2969,10,1.628,594.2
2010,RS,Russia,3496069.7,2342217,7534,1.493,544.8
2010,CI,Chile,71890.9,51720,178,1.39,507.4
2010,CY,Cyprus,16898.8,12379,34,1.365,498.3
2010,MT,Malta,4843.8,3592,10,1.348,492.2
2010,SV,Svalbard [Norway],8227.1,6873,20,1.197,436.9
2010,AG,Algeria,178094.5,169253,562,1.052,384.1
2010,TS,Tunisia,14385.0,15139,45,0.95,346.8
2010,WI,Western Sahara,62.8,67,3,0.937,342.1
2010,IS,Israel,19698.3,21390,63,0.921,336.1
2010,IR,Iran,84563.1,103118,297,0.82,299.3
2010,MV,Maldives,1934.4,2692,9,0.719,262.3
2010,IZ,Iraq,1230.5,2007,10,0.613,223.8
2010,AE,United Arab Emirates,1904.5,4385,40,0.434,158.5
2020,SU,Sudan,68.1,3,1,22.7,8285.5
2020,SL,Sierra Leone,398.2,18,3,22.122,8074.6
2020,ID,Indonesia,56999.4,3702,517,15.397,5619.9
2020,KN,"Korea, North",30022.4,1964,44,15.286,5579.5
2020,GV,Guinea,30767.3,2067,36,14.885,5433.0
2020,CG,Congo (Kinshasa),6155.2,431,22,14.281,5212.6
2020,GA,"Gambia, The",4528.5,353,6,12.829,4682.4
2020,NI,Nigeria,9334.3,775,40,12.044,4396.2
2020,NH,Vanuatu,76294.6,6441,32,11.845,4323.5
2020,BX,Brunei,18555.4,1613,6,11.504,4198.8
2020,KS,"Korea, South",54155.3,4727,57,11.457,4181.7
2020,IN,India,943233.0,84953,761,11.103,4052.6
2020,FG,French Guiana [France],19822.7,1789,6,11.08,4044.3
2020,BM,Burma,57160.5,5257,31,10.873,3968.7
2020,AQ,American Samoa [United States],77009.2,7287,22,10.568,3857.3
2020,FM,Federated States of Micronesia,418251.8,39767,132,10.518,3838.9
2020,LA,Laos,38418.4,3707,35,10.364,3782.8
2020,PA,Paraguay,97133.9,9378,98,10.358,3780.5
2020,RP,Philippines,182621.9,17689,104,10.324,3768.3
2020,SA,Saudi Arabia,5872.6,570,131,10.303,3760.5
2020,CS,Costa Rica,23068.3,2251,18,10.248,3740.5
2020,CM,Cameroon,25611.2,2501,19,10.24,3737.7
2020,PS,Palau,93090.1,9186,31,10.134,3698.9
2020,ES,El Salvador,6908.5,696,12,9.926,3623.0
2020,LI,Liberia,29.0,3,2,9.667,3528.3
2020,TH,Thailand,429333.6,44807,257,9.582,3497.4
2020,TZ,Tanzania,45501.7,4828,42,9.425,3440.0
2020,PU,Guinea-Bissau,4899.9,524,4,9.351,3413.1
2020,MA,Madagascar,76201.6,8211,80,9.28,3387.4
2020,MY,Malaysia,239354.2,27272,93,8.777,3203.4
2020,AO,Angola,1394.6,165,8,8.452,3085.0
2020,ML,Mali,36149.1,4358,62,8.295,3027.6
2020,BL,Bolivia,130800.7,15811,186,8.273,3019.6
2020,CF,Congo (Brazzaville),60507.1,7356,87,8.226,3002.3
2020,BG,Bangladesh,99465.9,12202,56,8.152,2975.3
2020,RM,Marshall Islands,116312.8,14443,47,8.053,2939.4
2020,SN,Singapore,13252.9,1727,6,7.674,2801.0
2020,ET,Ethiopia,18738.0,2442,36,7.673,2800.7
2020,FJ,Fiji,215931.1,28335,95,7.621,2781.5
2020,EC,Ecuador,23526.0,3091,48,7.611,2778.1
2020,GQ,Guam [United States],149455.6,19719,86,7.579,2766.4
2020,WF,Wallis and Futuna [France],13493.0,1788,6,7.546,2754.4
2020,TI,Tajikistan,26158.5,3469,134,7.541,2752.3
2020,SG,Senegal,51481.5,6832,72,7.535,2750.4
2020,GH,Ghana,57541.2,7667,104,7.505,2739.3
2020,BP,Solomon Islands,41213.9,5524,18,7.461,2723.2
2020,NS,Suriname,13228.2,1804,6,7.333,2676.4
2020,IV,Cote D'Ivoire,84623.3,11589,84,7.302,2665.2
2020,AJ,Azerbaijan,73833.3,10129,34,7.289,2660.6
2020,MZ,Mozambique,33592.5,4620,70,7.271,2654.0
2020,EK,Equatorial Guinea,8171.3,1128,12,7.244,2644.1
2020,TV,Tuvalu,17185.7,2383,12,7.212,2632.3
2020,GB,Gabon,22075.4,3110,25,7.098,2590.8
2020,ZA,Zambia,323.5,46,21,7.033,2566.9
2020,CD,Chad,16035.4,2281,41,7.03,2565.9
2020,GY,Guyana,16749.1,2392,12,7.002,2555.8
2020,RW,Rwanda,5547.1,799,6,6.943,2534.0
2020,CT,Central African Republic,19920.1,2932,18,6.794,2479.8
2020,MI,Malawi,2758.2,416,7,6.63,2420.1
2020,CU,Cuba,1999.3,304,5,6.577,2400.5
2020,TO,Togo,23686.9,3624,36,6.536,2385.7
2020,SE,Seychelles,12319.2,1918,6,6.423,2344.4
2020,MD,Moldova,13932.3,2195,56,6.347,2316.8
2020,CB,Cambodia,4015.3,644,5,6.235,2275.8
2020,VM,Vietnam,138623.2,22406,75,6.187,2258.2
2020,SY,Syria,2244.3,365,25,6.149,2244.3
2020,PP,Papua New Guinea,5676.3,928,21,6.117,2232.6
2020,BN,Benin,31925.7,5265,35,6.064,2213.3
2020,UZ,Uzbekistan,13626.7,2259,150,6.032,2201.7
2020,CQ,Northern Mariana Islands [United States],40631.1,6781,24,5.992,2187.0
2020,DR,Dominican Republic,22967.9,3858,24,5.953,2173.0
2020,WZ,Swaziland,52.8,9,1,5.867,2141.3
2020,KE,Kenya,23189.9,4006,51,5.789,2112.9
2020,VE,Venezuela,4353.7,763,6,5.706,2082.7
2020,PE,Peru,35372.6,6245,114,5.664,2067.4
2020,BR,Brazil,121386.7,21682,125,5.599,2043.5
2020,AR,Argentina,212624.0,38480,458,5.526,2016.8
2020,UV,Burkina Faso,34001.7,6268,49,5.425,1980.0
2020,MC,Macau S.A.R,10866.7,2015,6,5.393,1968.4
2020,CV,Cape Verde,992.7,185,14,5.366,1958.6
2020,BH,Belize,10600.9,1992,6,5.322,1942.4
2020,ZI,Zimbabwe,2622.3,495,12,5.298,1933.6
2020,CE,Sri Lanka,46802.0,8951,32,5.229,1908.5
2020,KG,Kyrgyzstan,7801.8,1527,40,5.109,1864.9
2020,MG,Mongolia,31311.1,6175,277,5.071,1850.8
2020,RQ,Puerto Rico [United States],688647.7,141532,607,4.866,1776.0
2020,EG,Egypt,1884.0,388,36,4.856,1772.3
2020,BD,Bermuda [United Kingdom],8652.9,1784,6,4.85,1770.4
2020,WA,Namibia,8013.2,1653,50,4.848,1769.4
2020,JA,Japan,1172666.5,243708,971,4.812,1756.3
2020,KR,Kiribati,9546.7,1989,7,4.8,1751.9
2020,TD,Trinidad and Tobago,9514.3,1984,6,4.796,1750.4
2020,CO,Colombia,109392.9,22846,156,4.788,1747.7
2020,SF,South Africa,116778.3,25259,272,4.623,1687.5
2020,LY,Libya,8088.7,1771,85,4.567,1667.1
2020,CW,Cook Islands [New Zealand],6022.1,1324,6,4.548,1660.2
2020,MP,Mauritius,38417.0,8524,28,4.507,1645.0
2020,HO,Honduras,28500.8,6378,24,4.469,1631.0
2020,BF,"Bahamas, The",195094.0,44174,240,4.416,1612.0
2020,IC,Iceland,21649.2,4955,24,4.369,1594.7
2020,UY,Uruguay,55775.3,12919,70,4.317,1575.8
2020,MJ,Montenegro,66310.4,15372,55,4.314,1574.5
2020,FP,French Polynesia,46862.3,11025,33,4.251,1551.5
2020,AM,Armenia,75396.5,17800,56,4.236,1546.1
2020,CJ,Cayman Islands [United Kingdom],6847.0,1670,5,4.1,1496.5
2020,NP,Nepal,11575.7,2920,11,3.964,1447.0
2020,BO,Belarus,52499.4,13538,191,3.878,1415.4
2020,UP,Ukraine,67968.9,17743,210,3.831,1398.2
2020,NG,Niger,35350.3,9481,88,3.729,1360.9
2020,SI,Slovenia,95207.4,25549,75,3.726,1360.2
2020,LE,Lebanon,3338.1,912,14,3.66,1336.0
2020,NO,Norway,1942437.5,532684,1696,3.647,1331.0
2020,RE,Reunion [France],6600.0,1815,6,3.636,1327.3
2020,AU,Austria,43445.0,12134,65,3.58,1306.9
2020,AF,Afghanistan,1331.6,376,5,3.541,1292.6
2020,SZ,Switzerland,67863.1,19265,61,3.523,1285.8
2020,EI,Ireland,58419.9,17015,69,3.433,1253.2
2020,VQ,Virgin Islands [United States],149905.1,45694,213,3.281,1197.4
2020,SB,Saint Pierre and Miquelon [France],5884.5,1807,6,3.257,1188.6
2020,WQ,Wake Island [United States],1539.4,479,5,3.214,1173.0
2020,NZ,New Zealand,67799.4,21908,76,3.095,1129.6
2020,PO,Portugal,32374.4,10526,69,3.076,1122.6
2020,GG,Georgia,23396.0,7747,43,3.02,1102.3
2020,MU,Oman,13439.1,4517,129,2.975,1086.0
2020,HR,Croatia,60155.4,20721,59,2.903,1059.6
2020,BK,Bosnia and Herzegovina,27421.9,9460,34,2.899,1058.0
2020,MF,Mayotte [France],5091.3,1787,6,2.849,1039.9
2020,US,United States,135409194.3,48775043,204537,2.776,1013.3
2020,LH,Lithuania,27832.3,10140,106,2.745,1001.9
2020,KZ,Kazakhstan,1768.2,649,93,2.724,994.4
2020,TX,Turkmenistan,9672.9,3571,130,2.709,988.7
2020,MV,Maldives,4807.5,1805,6,2.663,972.2
2020,BC,Botswana,5211.6,1981,29,2.631,960.2
2020,BE,Belgium,4540.6,1730,5,2.625,958.0
2020,UK,United Kingdom,516498.2,198728,657,2.599,948.6
2020,JO,Jordan,888.3,360,21,2.467,900.6
2020,NL,Netherlands,1840601.1,754300,2404,2.44,890.7
2020,JM,Jamaica,8879.8,3664,12,2.424,884.6
2020,LU,Luxembourg,5258.7,2199,7,2.391,872.9
2020,NF,Norfolk Island [Australia],3413.9,1428,6,2.391,872.6
2020,PK,Pakistan,86760.3,36422,164,2.382,869.5
2020,CA,Canada,5842985.1,2460181,10013,2.375,866.9
2020,TU,Turkey,167767.7,70703,346,2.373,866.1
2020,GL,Greenland [Denmark],26716.6,11681,48,2.287,834.8
2020,EZ,Czech Republic,46907.9,20553,59,2.282,833.0
2020,CH,China,845969.3,375534,1133,2.253,822.2
2020,AS,Australia,18951476.2,8530667,28216,2.222,810.9
2020,KU,Kuwait,836.0,387,10,2.16,788.5
2020,GM,Germany,2617652.2,1219269,3825,2.147,783.6
2020,LO,Slovakia,21479.9,10163,30,2.114,771.4
2020,MR,Mauritania,107.5,51,4,2.108,769.4
2020,FR,France,310738.5,151322,485,2.053,749.5
2020,DA,Denmark,13822.8,6785,22,2.037,743.6
2020,BA,Bahrain,406.5,207,6,1.964,716.8
2020,LG,Latvia,20174.0,10426,87,1.935,706.3
2020,SW,Sweden,2265603.9,1219467,3870,1.858,678.1
2020,MQ,Midway Islands [United States},1657.5,892,4,1.858,678.2
2020,JN,Jan Mayen [Norway],4175.3,2250,7,1.856,677.3
2020,RI,Serbia,10182.7,5563,16,1.83,668.1
2020,HU,Hungary,21744.8,12016,46,1.81,660.5
2020,FI,Finland,674055.5,384451,1206,1.753,640.0
2020,MX,Mexico,169139.5,96649,386,1.75,638.8
2020,EN,Estonia,96440.5,55127,191,1.749,638.5
2020,IT,Italy,109764.9,62887,232,1.745,637.1
2020,PL,Poland,32132.5,18552,66,1.732,632.2
2020,SP,Spain,626740.5,364361,1146,1.72,627.8
2020,IS,Israel,6726.5,4272,27,1.575,574.7
2020,BU,Bulgaria,12264.2,7901,23,1.552,566.6
2020,RO,Romania,99883.5,64408,182,1.551,566.0
2020,RS,Russia,1431584.9,946062,3605,1.513,552.3
2020,GI,Gibraltar [United Kingdom],2937.7,1984,6,1.481,540.5
2020,MK,Macedonia,8928.5,6091,23,1.466,535.0
2020,AY,Antarctica,36088.0,25177,119,1.433,523.2
2020,GR,Greece,24068.5,17510,57,1.375,501.7
2020,FK,Falkland Islands (Islas Malvinas) [United Kingdom],2626.7,2010,6,1.307,477.0
2020,SV,Svalbard [Norway],3340.6,2834,10,1.179,430.2
2020,CI,Chile,35017.7,32729,108,1.07,390.5
2020,WI,Western Sahara,84.2,82,3,1.027,374.8
2020,MO,Morocco,18996.4,19781,70,0.96,350.5
2020,AG,Algeria,63536.7,73684,330,0.862,314.7
2020,CY,Cyprus,1447.0,1921,6,0.753,274.9
2020,QA,Qatar,381.0,525,6,0.726,264.9
2020,IR,Iran,41179.1,57248,170,0.719,262.5
2020,TS,Tunisia,6517.2,9279,30,0.702,256.4
2020,MT,Malta,1236.3,1807,6,0.684,249.7
2020,IZ,Iraq,675.6,1178,7,0.574,209.3
2020,AE,United Arab Emirates,1602.8,3198,22,0.501,182.9
2020,NU,Nicaragua,0.0,1,1,0.0,0.0
